"subj" "item" "rt" "question.acc" "cond_rt" "int"
"65858" 2 22 484 1 "LI" -1
"65872" 2 30 588 0 "HI" 1
"65885" 2 5 390 0 "LI" -1
"65899" 2 52 513 1 "LI" -1
"65913" 2 43 423 1 "HI" 1
"65926" 2 56 484 1 "HI" 1
"65939" 2 33 365 1 "LI" -1
"65952" 2 58 423 0 "LI" -1
"65965" 2 47 369 1 "LI" -1
"65979" 2 60 383 0 "HI" 1
"65992" 3 14 620 1 "LI" -1
"66005" 3 7 405 0 "HI" 1
"66018" 3 20 448 1 "LI" -1
"66032" 3 24 839 1 "HI" 1
"66045" 3 50 462 1 "LI" -1
"66058" 3 11 1019 1 "HI" 1
"66071" 3 22 344 0 "LI" -1
"66085" 3 15 351 1 "LI" -1
"66099" 3 59 649 1 "HI" 1
"66112" 3 35 609 1 "HI" 1
"66125" 3 39 455 1 "LI" -1
"66138" 3 46 308 0 "LI" -1
"66150" 3 37 240 0 "HI" 1
"66164" 3 33 390 0 "LI" -1
"66177" 3 4 448 1 "LI" -1
"66190" 3 27 286 1 "LI" -1
"66204" 3 43 344 0 "HI" 1
"66217" 3 60 552 1 "HI" 1
"66230" 3 53 455 1 "HI" 1
"66242" 3 2 232 1 "LI" -1
"66256" 3 42 441 1 "HI" 1
"66269" 3 30 861 0 "HI" 1
"66282" 3 28 315 1 "LI" -1
"66296" 3 49 864 0 "HI" 1
"66310" 3 57 412 1 "LI" -1
"66322" 3 44 340 1 "LI" -1
"66335" 3 55 247 1 "HI" 1
"66348" 3 48 380 1 "HI" 1
"66362" 3 5 254 1 "HI" 1
"66376" 3 17 304 1 "HI" 1
"66390" 3 45 491 1 "LI" -1
"66402" 3 41 670 1 "HI" 1
"66415" 3 54 534 1 "HI" 1
"66427" 3 13 221 0 "HI" 1
"66440" 3 29 401 1 "HI" 1
"66453" 3 23 290 1 "HI" 1
"66466" 3 34 380 0 "LI" -1
"66479" 3 3 286 0 "LI" -1
"66492" 3 58 380 1 "LI" -1
"66505" 3 19 272 1 "HI" 1
"66519" 3 1 387 1 "HI" 1
"66532" 3 25 268 1 "HI" 1
"66545" 3 38 293 1 "LI" -1
"66558" 3 18 595 1 "HI" 1
"66571" 3 8 706 0 "LI" -1
"66584" 3 31 390 1 "HI" 1
"66597" 3 47 229 1 "HI" 1
"66611" 3 40 311 0 "LI" -1
"66624" 3 51 265 1 "LI" -1
"66637" 3 10 383 0 "LI" -1
"66651" 3 32 272 1 "LI" -1
"66665" 3 56 261 1 "LI" -1
"66678" 3 52 735 1 "LI" -1
"66692" 3 9 297 1 "LI" -1
"66705" 3 26 286 1 "LI" -1
"66719" 3 36 304 1 "HI" 1
"66732" 3 16 383 0 "LI" -1
"66746" 3 21 293 0 "LI" -1
"66759" 3 6 455 1 "HI" 1
"66771" 3 12 372 1 "HI" 1
"66785" 4 45 588 1 "LI" -1
"66797" 4 29 390 0 "HI" 1
"66810" 4 34 487 1 "HI" 1
"66823" 4 6 520 1 "HI" 1
"66835" 4 44 397 1 "LI" -1
"66848" 4 24 376 0 "HI" 1
"66861" 4 50 469 1 "LI" -1
"66874" 4 27 408 0 "LI" -1
"66888" 4 31 1198 1 "LI" -1
"66901" 4 49 610 0 "LI" -1
"66915" 4 13 430 0 "LI" -1
"66928" 4 48 1633 0 "HI" 1
"66942" 4 21 843 1 "LI" -1
"66955" 4 11 365 0 "HI" 1
"66968" 4 23 380 1 "HI" 1
"66981" 4 46 405 0 "HI" 1
"66993" 4 28 308 1 "HI" 1
"67007" 4 56 394 1 "LI" -1
"67020" 4 19 336 1 "LI" -1
"67034" 4 42 340 0 "HI" 1
"67047" 4 9 1019 1 "LI" -1
"67060" 4 52 1055 0 "HI" 1
"67074" 4 14 290 1 "LI" -1
"67087" 4 39 466 1 "LI" -1
"67100" 4 40 322 1 "HI" 1
"67113" 4 2 308 1 "LI" -1
"67127" 4 59 523 0 "HI" 1
"67140" 4 26 1974 1 "LI" -1
"67154" 4 55 843 1 "LI" -1
"67167" 4 53 336 1 "HI" 1
"67179" 4 25 340 1 "LI" -1
"67192" 4 60 333 1 "HI" 1
"67205" 4 12 358 1 "HI" 1
"67219" 4 57 861 1 "LI" -1
"67231" 4 20 537 1 "LI" -1
"67245" 4 17 645 1 "HI" 1
"67259" 4 36 473 1 "HI" 1
"67272" 4 35 602 1 "HI" 1
"67285" 4 51 340 1 "LI" -1
"67298" 4 5 451 1 "HI" 1
"67312" 4 18 459 1 "HI" 1
"67325" 4 10 286 1 "HI" 1
"67339" 4 54 387 1 "HI" 1
"67351" 4 1 394 1 "LI" -1
"67364" 4 4 588 1 "HI" 1
"67377" 4 30 803 1 "HI" 1
"67390" 4 16 401 1 "HI" 1
"67404" 4 37 311 1 "LI" -1
"67418" 4 22 4612 1 "HI" 1
"67432" 4 3 412 1 "LI" -1
"67445" 4 47 656 1 "HI" 1
"67459" 4 43 1169 1 "LI" -1
"67472" 4 33 875 1 "LI" -1
"67485" 4 38 1191 1 "LI" -1
"67498" 4 7 448 1 "LI" -1
"67511" 4 15 315 1 "LI" -1
"67525" 4 58 437 1 "HI" 1
"67538" 4 32 415 1 "LI" -1
"67552" 4 41 2698 1 "HI" 1
"67565" 4 8 405 1 "LI" -1
"67578" 5 19 1830 1 "LI" -1
"67592" 5 20 3302 0 "LI" -1
"67606" 5 6 925 1 "LI" -1
"67618" 5 23 1291 1 "HI" 1
"67631" 5 56 3377 1 "LI" -1
"67644" 5 33 965 1 "HI" 1
"67657" 5 59 900 0 "HI" 1
"67683" 5 21 466 1 "HI" 1
"67696" 5 31 509 0 "LI" -1
"67709" 5 30 3398 1 "LI" -1
"67722" 5 37 792 1 "LI" -1
"67736" 5 49 1521 1 "LI" -1
"67750" 5 28 1298 1 "HI" 1
"67764" 5 25 1065 1 "LI" -1
"67777" 5 11 1858 1 "HI" 1
"67790" 5 54 3290 1 "LI" -1
"67802" 5 39 1790 1 "HI" 1
"67815" 5 40 311 1 "HI" 1
"67828" 5 58 319 1 "HI" 1
"67841" 5 47 1600 0 "HI" 1
"67855" 5 55 982 0 "LI" -1
"67868" 5 45 552 1 "HI" 1
"67880" 5 7 1901 0 "LI" -1
"67893" 5 26 484 1 "LI" -1
"67907" 5 35 789 1 "HI" 1
"67920" 5 18 1801 0 "LI" -1
"67933" 5 48 340 1 "LI" -1
"67947" 5 17 2396 1 "HI" 1
"67961" 5 43 448 1 "LI" -1
"67974" 5 52 821 1 "HI" 1
"67988" 5 16 2662 1 "HI" 1
"68002" 5 14 842 1 "LI" -1
"68015" 5 60 875 1 "LI" -1
"68028" 5 24 322 1 "LI" -1
"68041" 5 22 369 1 "HI" 1
"68055" 5 57 523 1 "HI" 1
"68067" 5 46 351 1 "HI" 1
"68079" 5 13 688 1 "LI" -1
"68092" 5 44 767 0 "LI" -1
"68105" 5 50 1101 1 "LI" -1
"68118" 5 34 1883 1 "HI" 1
"68131" 5 12 1592 1 "LI" -1
"68145" 5 38 1442 1 "LI" -1
"68158" 5 51 1420 0 "HI" 1
"68171" 5 41 354 1 "HI" 1
"68184" 5 15 1718 1 "HI" 1
"68198" 5 2 1004 1 "LI" -1
"68212" 5 36 4589 1 "LI" -1
"68225" 5 4 3422 1 "HI" 1
"68238" 5 53 2087 1 "HI" 1
"68250" 5 9 616 1 "HI" 1
"68263" 5 10 383 1 "HI" 1
"68277" 5 1 397 1 "LI" -1
"68290" 5 27 2410 1 "HI" 1
"68304" 5 29 781 1 "HI" 1
"68317" 5 3 627 1 "HI" 1
"68330" 5 32 2751 1 "LI" -1
"68344" 5 8 451 0 "LI" -1
"68357" 6 58 2555 1 "HI" 1
"68370" 6 32 1403 1 "HI" 1
"68384" 6 17 3442 1 "LI" -1
"68398" 6 5 1424 1 "LI" -1
"68412" 6 3 2484 1 "HI" 1
"68425" 6 35 1349 1 "LI" -1
"68438" 6 51 523 1 "HI" 1
"68451" 6 25 2082 0 "LI" -1
"68464" 6 18 2613 1 "LI" -1
"68477" 6 16 2638 1 "HI" 1
"68491" 6 52 2954 1 "HI" 1
"68517" 6 19 3406 1 "LI" -1
"68531" 6 45 2142 1 "HI" 1
"68556" 6 9 1798 1 "HI" 1
"68569" 6 24 3025 1 "LI" -1
"68582" 6 39 2419 1 "HI" 1
"68595" 6 47 2911 1 "LI" -1
"68609" 6 36 2358 1 "LI" -1
"68622" 6 49 1596 1 "LI" -1
"68636" 6 50 2666 1 "HI" 1
"68649" 6 13 3513 1 "LI" -1
"68662" 6 14 2677 1 "HI" 1
"68675" 6 57 2275 1 "HI" 1
"68687" 6 12 1754 1 "LI" -1
"68701" 6 30 2199 1 "LI" -1
"68714" 6 23 1417 1 "LI" -1
"68727" 6 6 939 1 "LI" -1
"68739" 6 1 1729 1 "LI" -1
"68752" 6 8 1898 1 "HI" 1
"68765" 6 10 2458 1 "HI" 1
"68779" 6 37 3283 1 "LI" -1
"68793" 6 29 1747 1 "LI" -1
"68806" 6 31 3685 1 "LI" -1
"68819" 6 21 2282 0 "HI" 1
"68832" 6 55 2953 1 "LI" -1
"68845" 6 54 1463 1 "LI" -1
"68857" 6 46 1280 1 "HI" 1
"68869" 6 33 1654 1 "HI" 1
"68882" 6 34 1521 1 "HI" 1
"68895" 6 59 2317 1 "LI" -1
"68908" 6 11 1987 1 "LI" -1
"68921" 6 7 2457 1 "LI" -1
"68934" 6 28 2579 0 "HI" 1
"68948" 6 44 1076 1 "HI" 1
"68961" 6 20 2629 1 "HI" 1
"68975" 6 53 2454 1 "LI" -1
"68987" 6 40 3286 1 "HI" 1
"69000" 6 41 1567 1 "LI" -1
"69013" 6 26 1966 1 "HI" 1
"69027" 6 56 1980 1 "HI" 1
"69040" 6 22 397 1 "HI" 1
"69054" 6 43 2572 1 "LI" -1
"69067" 6 38 1004 1 "HI" 1
"69080" 6 27 1919 1 "HI" 1
"69094" 6 15 1513 1 "HI" 1
"69108" 6 4 1836 1 "HI" 1
"69121" 6 60 2392 1 "LI" -1
"69134" 7 46 804 1 "LI" -1
"69146" 7 53 646 0 "LI" -1
"69158" 7 57 463 0 "HI" 1
"69170" 7 4 412 1 "LI" -1
"69183" 7 27 783 1 "HI" 1
"69197" 7 32 1329 0 "HI" 1
"69211" 7 13 402 1 "HI" 1
"69224" 7 34 549 1 "LI" -1
"69237" 7 10 567 1 "LI" -1
"69251" 7 25 994 1 "HI" 1
"69264" 7 20 1972 1 "HI" 1
"69278" 7 48 398 1 "LI" -1
"69292" 7 37 355 0 "HI" 1
"69306" 7 30 955 0 "LI" -1
"69319" 7 29 362 1 "LI" -1
"69332" 7 43 333 1 "HI" 1
"69345" 7 59 401 1 "LI" -1
"69358" 7 41 441 1 "LI" -1
"69371" 7 3 955 1 "HI" 1
"69384" 7 51 333 1 "HI" 1
"69397" 7 12 290 1 "LI" -1
"69411" 7 8 290 1 "HI" 1
"69424" 7 2 390 1 "HI" 1
"69438" 7 28 660 1 "LI" -1
"69452" 7 36 243 1 "LI" -1
"69465" 7 35 243 1 "LI" -1
"69478" 7 54 405 0 "LI" -1
"69490" 7 6 337 1 "LI" -1
"69502" 7 50 311 1 "HI" 1
"69515" 7 39 387 1 "HI" 1
"69528" 7 21 297 1 "HI" 1
"69541" 7 7 265 0 "HI" 1
"69554" 7 9 250 1 "HI" 1
"69567" 7 60 372 1 "LI" -1
"69580" 7 47 229 0 "LI" -1
"69594" 7 23 222 1 "LI" -1
"69607" 7 26 297 1 "HI" 1
"69621" 7 19 369 1 "HI" 1
"69635" 7 33 387 1 "HI" 1
"69648" 7 18 279 0 "LI" -1
"69661" 7 40 279 1 "LI" -1
"69674" 7 38 293 1 "HI" 1
"69687" 7 52 276 1 "LI" -1
"69701" 7 31 272 1 "HI" 1
"69714" 7 1 631 1 "HI" 1
"69727" 7 22 437 1 "LI" -1
"69741" 7 15 326 1 "HI" 1
"69755" 7 16 394 1 "LI" -1
"69769" 7 45 268 1 "HI" 1
"69781" 7 5 286 1 "LI" -1
"69795" 7 24 301 1 "LI" -1
"69808" 7 44 265 1 "HI" 1
"69821" 7 55 272 1 "HI" 1
"69834" 7 17 236 0 "LI" -1
"69848" 7 49 753 0 "HI" 1
"69862" 7 58 365 1 "LI" -1
"69875" 7 11 347 1 "LI" -1
"69888" 7 56 390 1 "HI" 1
"69901" 7 14 362 1 "HI" 1
"69914" 8 59 1599 1 "LI" -1
"69927" 8 10 1244 1 "LI" -1
"69941" 8 30 979 1 "HI" 1
"69954" 8 20 882 1 "HI" 1
"69968" 8 14 1032 1 "HI" 1
"69981" 8 56 1904 1 "HI" 1
"69994" 8 9 1808 1 "LI" -1
"70007" 8 38 788 1 "HI" 1
"70020" 8 6 613 1 "HI" 1
"70032" 8 46 1330 1 "LI" -1
"70044" 8 45 770 1 "LI" -1
"70056" 8 11 857 1 "LI" -1
"70069" 8 54 695 1 "HI" 1
"70081" 8 17 627 1 "LI" -1
"70095" 8 29 505 1 "LI" -1
"70108" 8 22 681 1 "LI" -1
"70122" 8 19 810 1 "HI" 1
"70136" 8 24 1427 1 "HI" 1
"70149" 8 32 713 1 "HI" 1
"70163" 8 2 785 1 "HI" 1
"70177" 8 44 523 1 "HI" 1
"70190" 8 36 749 1 "HI" 1
"70203" 8 33 921 1 "LI" -1
"70216" 8 35 645 1 "LI" -1
"70229" 8 43 526 1 "HI" 1
"70242" 8 55 663 1 "HI" 1
"70255" 8 48 630 1 "HI" 1
"70269" 8 58 1477 1 "LI" -1
"70282" 8 40 587 1 "LI" -1
"70295" 8 51 405 1 "LI" -1
"70308" 8 27 365 1 "LI" -1
"70322" 8 7 562 1 "HI" 1
"70335" 8 16 419 1 "LI" -1
"70349" 8 3 465 1 "LI" -1
"70362" 8 37 429 1 "HI" 1
"70376" 8 4 419 1 "LI" -1
"70389" 8 52 713 1 "LI" -1
"70403" 8 23 440 0 "LI" -1
"70416" 8 26 408 1 "HI" 1
"70430" 8 15 472 1 "LI" -1
"70444" 8 39 462 1 "LI" -1
"70457" 8 60 462 1 "HI" 1
"70470" 8 21 404 1 "LI" -1
"70483" 8 31 368 1 "HI" 1
"70496" 8 42 602 1 "HI" 1
"70509" 8 50 566 1 "HI" 1
"70522" 8 57 523 1 "LI" -1
"70534" 8 5 989 1 "LI" -1
"70548" 8 49 638 1 "HI" 1
"70562" 8 47 440 1 "LI" -1
"70576" 8 1 598 1 "HI" 1
"70589" 8 25 559 1 "HI" 1
"70602" 8 8 1136 1 "HI" 1
"70615" 8 41 497 1 "LI" -1
"70628" 8 34 713 1 "LI" -1
"70641" 8 13 544 1 "HI" 1
"70654" 8 28 415 1 "LI" -1
"70668" 8 53 673 1 "LI" -1
"70680" 8 12 340 1 "HI" 1
"70694" 8 18 551 1 "HI" 1
"70707" 9 39 3605 1 "LI" -1
"70720" 9 37 2527 1 "HI" 1
"70734" 9 5 714 0 "HI" 1
"70748" 9 31 1874 0 "HI" 1
"70761" 9 49 2534 1 "HI" 1
"70775" 9 3 2890 1 "LI" -1
"70788" 9 1 3342 0 "HI" 1
"70801" 9 42 2315 1 "HI" 1
"70814" 9 45 2839 1 "LI" -1
"70826" 9 20 4807 1 "LI" -1
"70840" 9 36 2049 1 "HI" 1
"70853" 9 26 434 0 "LI" -1
"70867" 9 7 994 1 "HI" 1
"70880" 9 50 376 1 "LI" -1
"70893" 9 29 1572 1 "HI" 1
"70906" 9 11 624 1 "HI" 1
"70919" 9 35 2936 1 "HI" 1
"70932" 9 44 1830 1 "LI" -1
"70945" 9 38 1073 1 "LI" -1
"70958" 9 23 670 1 "HI" 1
"70971" 9 41 1108 0 "HI" 1
"70984" 9 52 268 0 "LI" -1
"70998" 9 47 599 0 "HI" 1
"71012" 9 53 645 1 "HI" 1
"71024" 9 48 670 1 "HI" 1
"71038" 9 34 362 1 "LI" -1
"71051" 9 16 1564 1 "LI" -1
"71065" 9 43 1356 1 "HI" 1
"71078" 9 28 293 1 "LI" -1
"71092" 9 9 3463 0 "LI" -1
"71105" 9 25 753 0 "HI" 1
"71118" 9 40 2828 1 "LI" -1
"71131" 9 58 2630 0 "LI" -1
"71144" 9 33 2228 1 "LI" -1
"71157" 9 30 448 1 "HI" 1
"71170" 9 19 1090 1 "HI" 1
"71184" 9 27 247 0 "LI" -1
"71198" 9 12 333 1 "HI" 1
"71212" 9 60 548 0 "HI" 1
"71225" 9 59 1001 1 "HI" 1
"71238" 9 18 512 0 "HI" 1
"71251" 9 24 1169 1 "HI" 1
"71264" 9 56 2257 1 "LI" -1
"71277" 9 4 1065 1 "LI" -1
"71290" 9 57 304 1 "LI" -1
"71302" 9 6 337 1 "HI" 1
"71314" 9 51 257 1 "LI" -1
"71327" 9 21 702 1 "LI" -1
"71340" 9 10 369 1 "LI" -1
"71354" 9 2 441 1 "LI" -1
"71368" 9 15 247 1 "LI" -1
"71382" 9 54 390 1 "HI" 1
"71394" 9 55 304 1 "HI" 1
"71407" 9 8 1212 1 "LI" -1
"71420" 9 46 494 1 "LI" -1
"71432" 9 17 620 1 "HI" 1
"71446" 9 13 387 0 "HI" 1
"71459" 9 32 1230 1 "LI" -1
"71473" 9 14 2709 1 "LI" -1
"71486" 9 22 322 1 "LI" -1
"71500" 10 2 1639 1 "LI" -1
"71514" 10 9 523 0 "LI" -1
"71527" 10 50 537 1 "LI" -1
"71540" 10 51 867 0 "LI" -1
"71553" 10 49 1362 1 "LI" -1
"71567" 10 16 1018 1 "HI" 1
"71581" 10 13 573 1 "LI" -1
"71594" 10 39 702 0 "LI" -1
"71607" 10 15 458 0 "LI" -1
"71621" 10 32 756 1 "LI" -1
"71635" 10 12 595 0 "HI" 1
"71649" 10 59 749 1 "HI" 1
"71662" 10 19 623 1 "LI" -1
"71676" 10 38 756 1 "LI" -1
"71689" 10 10 885 0 "HI" 1
"71703" 10 36 405 0 "HI" 1
"71716" 10 28 544 1 "HI" 1
"71730" 10 25 806 1 "LI" -1
"71743" 10 37 595 1 "LI" -1
"71757" 10 53 1370 1 "HI" 1
"71769" 10 29 982 1 "HI" 1
"71782" 10 30 1072 0 "HI" 1
"71795" 10 43 1230 1 "LI" -1
"71808" 10 27 742 0 "LI" -1
"71822" 10 34 814 1 "HI" 1
"71835" 10 52 1642 1 "HI" 1
"71849" 10 11 530 1 "HI" 1
"71862" 10 44 419 1 "LI" -1
"71875" 10 26 544 1 "LI" -1
"71889" 10 33 803 0 "LI" -1
"71902" 10 60 727 1 "HI" 1
"71915" 10 20 1133 1 "LI" -1
"71929" 10 18 1581 0 "HI" 1
"71942" 10 46 570 1 "HI" 1
"71954" 10 35 842 1 "HI" 1
"71967" 10 24 1807 0 "HI" 1
"71980" 10 7 1607 1 "LI" -1
"71993" 10 40 727 1 "HI" 1
"72006" 10 8 490 0 "LI" -1
"72019" 10 58 857 1 "HI" 1
"72032" 10 31 1240 1 "LI" -1
"72045" 10 1 516 1 "LI" -1
"72058" 10 4 742 1 "HI" 1
"72071" 10 14 2227 1 "LI" -1
"72084" 10 56 480 1 "LI" -1
"72097" 10 45 465 0 "LI" -1
"72109" 10 57 437 0 "LI" -1
"72121" 10 23 394 0 "HI" 1
"72134" 10 5 1815 1 "HI" 1
"72148" 10 55 537 1 "LI" -1
"72161" 10 48 458 0 "HI" 1
"72175" 10 47 598 1 "HI" 1
"72189" 10 41 813 1 "HI" 1
"72202" 10 54 394 0 "HI" 1
"72214" 10 22 1768 1 "HI" 1
"72228" 10 17 440 0 "HI" 1
"72242" 10 42 466 0 "HI" 1
"72255" 10 3 681 0 "LI" -1
"72268" 10 21 717 0 "LI" -1
"72281" 10 6 1029 0 "HI" 1
"72293" 11 51 1928 0 "HI" 1
"72306" 11 48 1134 1 "LI" -1
"72320" 11 1 2276 1 "LI" -1
"72333" 11 9 1816 1 "HI" 1
"72346" 11 26 4287 0 "LI" -1
"72360" 11 58 1763 1 "HI" 1
"72373" 11 11 1428 0 "HI" 1
"72386" 11 22 890 0 "HI" 1
"72400" 11 8 1321 0 "LI" -1
"72413" 11 41 1626 0 "HI" 1
"72426" 11 43 872 1 "LI" -1
"72439" 11 57 1658 1 "HI" 1
"72451" 11 31 1809 1 "LI" -1
"72464" 11 6 2150 1 "LI" -1
"72476" 11 12 567 1 "LI" -1
"72490" 11 40 556 0 "HI" 1
"72503" 11 16 865 0 "HI" 1
"72517" 11 49 1084 1 "LI" -1
"72531" 11 60 1270 1 "LI" -1
"72544" 11 19 1249 1 "LI" -1
"72558" 11 44 1022 0 "LI" -1
"72571" 11 35 868 0 "HI" 1
"72584" 11 54 2265 0 "LI" -1
"72596" 11 21 768 1 "HI" 1
"72609" 11 33 426 1 "HI" 1
"72622" 11 59 1163 0 "HI" 1
"72635" 11 10 3040 1 "HI" 1
"72649" 11 36 1202 1 "LI" -1
"72662" 11 56 1945 1 "LI" -1
"72675" 11 34 3385 0 "HI" 1
"72688" 11 20 1877 0 "LI" -1
"72702" 11 25 2269 1 "LI" -1
"72715" 11 27 2689 1 "HI" 1
"72729" 11 29 904 0 "HI" 1
"72742" 11 52 2793 1 "HI" 1
"72756" 11 14 1529 0 "LI" -1
"72769" 11 3 441 1 "HI" 1
"72782" 11 17 502 0 "HI" 1
"72796" 11 28 477 1 "HI" 1
"72810" 11 46 1443 1 "HI" 1
"72822" 11 18 394 1 "LI" -1
"72835" 11 5 746 0 "HI" 1
"72849" 11 13 322 0 "LI" -1
"72862" 11 37 394 0 "LI" -1
"72876" 11 24 340 0 "LI" -1
"72889" 11 2 1281 0 "LI" -1
"72903" 11 30 1080 1 "LI" -1
"72916" 11 45 1604 1 "HI" 1
"72928" 11 15 796 1 "HI" 1
"72942" 11 55 1066 1 "LI" -1
"72955" 11 53 419 0 "HI" 1
"72967" 11 39 803 1 "HI" 1
"72980" 11 47 1780 0 "HI" 1
"72994" 11 4 1959 0 "HI" 1
"73007" 11 32 764 0 "LI" -1
"73021" 11 50 681 0 "LI" -1
"73034" 11 7 2164 1 "LI" -1
"73047" 11 38 871 0 "LI" -1
"73060" 11 23 778 1 "HI" 1
"73073" 12 41 462 1 "LI" -1
"73086" 12 55 390 1 "LI" -1
"73099" 12 52 380 0 "HI" 1
"73113" 12 22 1511 0 "HI" 1
"73127" 12 23 405 1 "LI" -1
"73140" 12 4 405 1 "HI" 1
"73153" 12 53 1701 1 "LI" -1
"73165" 12 54 627 1 "LI" -1
"73177" 12 44 437 1 "HI" 1
"73190" 12 36 362 1 "LI" -1
"73203" 12 7 340 0 "LI" -1
"73216" 12 17 419 1 "LI" -1
"73230" 12 56 250 1 "HI" 1
"73243" 12 11 480 1 "LI" -1
"73256" 12 29 541 1 "LI" -1
"73269" 12 57 434 1 "HI" 1
"73281" 12 30 574 0 "LI" -1
"73294" 12 38 430 1 "HI" 1
"73307" 12 20 390 1 "HI" 1
"73321" 12 14 401 0 "HI" 1
"73334" 12 18 329 0 "LI" -1
"73347" 12 48 419 1 "LI" -1
"73361" 12 32 355 1 "HI" 1
"73375" 12 27 548 1 "HI" 1
"73389" 12 43 1658 0 "LI" -1
"73402" 12 12 376 0 "LI" -1
"73416" 12 2 358 1 "HI" 1
"73430" 12 26 383 1 "HI" 1
"73444" 12 33 387 1 "HI" 1
"73457" 12 31 344 0 "LI" -1
"73470" 12 50 419 1 "HI" 1
"73483" 12 40 401 0 "HI" 1
"73496" 12 39 272 0 "HI" 1
"73509" 12 24 340 1 "LI" -1
"73522" 12 5 398 1 "LI" -1
"73536" 12 49 326 0 "LI" -1
"73550" 12 47 297 1 "LI" -1
"73564" 12 6 333 1 "LI" -1
"73576" 12 1 290 1 "LI" -1
"73589" 12 28 286 0 "HI" 1
"73603" 12 16 347 0 "HI" 1
"73617" 12 21 354 1 "HI" 1
"73630" 12 51 276 0 "HI" 1
"73643" 12 34 462 1 "HI" 1
"73656" 12 58 308 1 "HI" 1
"73669" 12 10 315 0 "HI" 1
"73683" 12 3 498 1 "HI" 1
"73696" 12 13 322 0 "LI" -1
"73709" 12 8 354 0 "HI" 1
"73722" 12 60 469 1 "LI" -1
"73735" 12 59 390 0 "LI" -1
"73748" 12 15 635 1 "HI" 1
"73762" 12 45 297 1 "HI" 1
"73774" 12 25 294 0 "LI" -1
"73787" 12 19 541 1 "LI" -1
"73801" 12 37 333 1 "LI" -1
"73815" 12 46 293 1 "HI" 1
"73827" 12 9 394 1 "HI" 1
"73840" 12 35 265 1 "LI" -1
"73853" 13 53 422 0 "LI" -1
"73865" 13 18 2782 0 "LI" -1
"73878" 13 38 831 1 "HI" 1
"73891" 13 55 404 0 "HI" 1
"73904" 13 46 311 0 "LI" -1
"73916" 13 52 759 0 "LI" -1
"73930" 13 58 569 1 "LI" -1
"73943" 13 44 379 1 "HI" 1
"73956" 13 60 655 1 "LI" -1
"73969" 13 22 734 0 "LI" -1
"73983" 13 40 375 0 "LI" -1
"73996" 13 35 738 1 "LI" -1
"74009" 13 30 397 0 "LI" -1
"74022" 13 49 404 1 "HI" 1
"74036" 13 32 375 0 "HI" 1
"74050" 13 19 436 1 "HI" 1
"74064" 13 6 393 1 "LI" -1
"74076" 13 9 1527 1 "HI" 1
"74089" 13 21 651 1 "HI" 1
"74102" 13 15 734 1 "HI" 1
"74116" 13 33 368 1 "HI" 1
"74129" 13 28 340 1 "LI" -1
"74143" 13 10 612 1 "LI" -1
"74157" 13 17 447 0 "LI" -1
"74171" 13 51 440 0 "HI" 1
"74184" 13 13 476 0 "HI" 1
"74197" 13 29 361 0 "LI" -1
"74210" 13 4 584 1 "LI" -1
"74223" 13 37 490 1 "HI" 1
"74237" 13 39 394 0 "HI" 1
"74250" 13 23 644 1 "LI" -1
"74263" 13 1 318 1 "HI" 1
"74276" 13 8 400 1 "HI" 1
"74289" 13 20 497 1 "HI" 1
"74303" 13 34 501 1 "LI" -1
"74316" 13 14 684 1 "HI" 1
"74329" 13 25 479 1 "HI" 1
"74342" 13 43 436 1 "HI" 1
"74355" 13 27 508 1 "HI" 1
"74369" 13 11 401 1 "LI" -1
"74382" 13 50 942 1 "HI" 1
"74395" 13 26 404 0 "HI" 1
"74409" 13 24 436 0 "LI" -1
"74422" 13 7 451 0 "HI" 1
"74435" 13 57 472 1 "HI" 1
"74447" 13 54 397 1 "LI" -1
"74459" 13 31 386 1 "HI" 1
"74472" 13 56 511 1 "HI" 1
"74485" 13 47 411 0 "LI" -1
"74499" 13 16 368 1 "LI" -1
"74513" 13 2 422 0 "HI" 1
"74527" 13 48 404 1 "LI" -1
"74541" 13 45 325 1 "HI" 1
"74553" 13 3 422 0 "HI" 1
"74566" 13 5 605 0 "LI" -1
"74580" 13 36 590 0 "LI" -1
"74593" 13 12 340 1 "LI" -1
"74607" 13 59 426 0 "LI" -1
"74620" 13 41 637 0 "LI" -1
"74633" 14 22 369 1 "LI" -1
"74647" 14 49 1919 1 "HI" 1
"74661" 14 57 405 1 "LI" -1
"74673" 14 24 1043 1 "HI" 1
"74686" 14 19 1087 1 "HI" 1
"74700" 14 52 1155 0 "LI" -1
"74714" 14 1 2113 1 "HI" 1
"74727" 14 33 419 1 "LI" -1
"74740" 14 38 688 0 "HI" 1
"74753" 14 59 1194 1 "LI" -1
"74766" 14 16 369 1 "LI" -1
"74780" 14 12 609 1 "HI" 1
"74794" 14 27 864 0 "LI" -1
"74808" 14 23 864 1 "LI" -1
"74821" 14 7 505 1 "HI" 1
"74834" 14 2 900 1 "HI" 1
"74848" 14 51 394 1 "LI" -1
"74861" 14 35 584 1 "LI" -1
"74874" 14 37 412 0 "HI" 1
"74888" 14 29 340 0 "LI" -1
"74901" 14 45 444 1 "LI" -1
"74913" 14 46 746 1 "LI" -1
"74925" 14 4 2770 1 "LI" -1
"74938" 14 25 516 1 "HI" 1
"74951" 14 5 448 1 "LI" -1
"74965" 14 53 437 1 "LI" -1
"74977" 14 44 365 1 "HI" 1
