"subj" "item" "rt" "int" "expt"
"61159" "dillonE141" "dillonE145" 632 "low" "dillonE1"
"61166" "dillonE141" "dillonE145" 390 "low" "dillonE1"
"61173" "dillonE141" "dillonE145" 502 "low" "dillonE1"
"61180" "dillonE141" "dillonE145" 124 "low" "dillonE1"
"61187" "dillonE141" "dillonE145" 885 "low" "dillonE1"
"61194" "dillonE141" "dillonE145" 970 "low" "dillonE1"
"61243" "dillonE141" "dillonE121" 699 "low" "dillonE1"
"61250" "dillonE141" "dillonE121" 575 "low" "dillonE1"
"61257" "dillonE141" "dillonE121" 1088 "low" "dillonE1"
"61264" "dillonE141" "dillonE121" 544 "low" "dillonE1"
"61271" "dillonE141" "dillonE121" 440 "low" "dillonE1"
"61278" "dillonE141" "dillonE121" 799 "low" "dillonE1"
"61411" "dillonE141" "dillonE122" 368 "high" "dillonE1"
"61418" "dillonE141" "dillonE122" 549 "high" "dillonE1"
"61425" "dillonE141" "dillonE122" 1105 "high" "dillonE1"
"61432" "dillonE141" "dillonE122" 372 "high" "dillonE1"
"61439" "dillonE141" "dillonE122" 769 "high" "dillonE1"
"61446" "dillonE141" "dillonE122" 1011 "high" "dillonE1"
"61579" "dillonE141" "dillonE138" 561 "high" "dillonE1"
"61586" "dillonE141" "dillonE138" 393 "high" "dillonE1"
"61593" "dillonE141" "dillonE138" 558 "high" "dillonE1"
"61600" "dillonE141" "dillonE138" 238 "high" "dillonE1"
"61607" "dillonE141" "dillonE138" 465 "high" "dillonE1"
"61614" "dillonE141" "dillonE138" 1654 "high" "dillonE1"
"61705" "dillonE141" "dillonE146" 659 "high" "dillonE1"
"61712" "dillonE141" "dillonE146" 530 "high" "dillonE1"
"61719" "dillonE141" "dillonE146" 483 "high" "dillonE1"
"61726" "dillonE141" "dillonE146" 273 "high" "dillonE1"
"61733" "dillonE141" "dillonE146" 604 "high" "dillonE1"
"61740" "dillonE141" "dillonE146" 887 "high" "dillonE1"
"61999" "dillonE141" "dillonE129" 829 "low" "dillonE1"
"62006" "dillonE141" "dillonE129" 739 "low" "dillonE1"
"62013" "dillonE141" "dillonE129" 660 "low" "dillonE1"
"62020" "dillonE141" "dillonE129" 689 "low" "dillonE1"
"62027" "dillonE141" "dillonE129" 528 "low" "dillonE1"
"62034" "dillonE141" "dillonE129" 882 "low" "dillonE1"
"62125" "dillonE141" "dillonE15" 1423 "low" "dillonE1"
"62132" "dillonE141" "dillonE15" 545 "low" "dillonE1"
"62139" "dillonE141" "dillonE15" 503 "low" "dillonE1"
"62146" "dillonE141" "dillonE15" 225 "low" "dillonE1"
"62153" "dillonE141" "dillonE15" 607 "low" "dillonE1"
"62160" "dillonE141" "dillonE15" 1534 "low" "dillonE1"
"62167" "dillonE141" "dillonE114" 623 "high" "dillonE1"
"62174" "dillonE141" "dillonE114" 485 "high" "dillonE1"
"62181" "dillonE141" "dillonE114" 446 "high" "dillonE1"
"62188" "dillonE141" "dillonE114" 305 "high" "dillonE1"
"62195" "dillonE141" "dillonE114" 223 "high" "dillonE1"
"62202" "dillonE141" "dillonE114" 701 "high" "dillonE1"
"62587" "dillonE142" "dillonE129" 603 "high" "dillonE1"
"62594" "dillonE142" "dillonE129" 441 "high" "dillonE1"
"62601" "dillonE142" "dillonE129" 1395 "high" "dillonE1"
"62608" "dillonE142" "dillonE129" 1280 "high" "dillonE1"
"62615" "dillonE142" "dillonE129" 628 "high" "dillonE1"
"62622" "dillonE142" "dillonE129" 655 "high" "dillonE1"
"62671" "dillonE142" "dillonE112" 1283 "low" "dillonE1"
"62678" "dillonE142" "dillonE112" 296 "low" "dillonE1"
"62685" "dillonE142" "dillonE112" 1193 "low" "dillonE1"
"62692" "dillonE142" "dillonE112" 902 "low" "dillonE1"
"62699" "dillonE142" "dillonE112" 613 "low" "dillonE1"
"62706" "dillonE142" "dillonE112" 852 "low" "dillonE1"
"63091" "dillonE142" "dillonE15" 596 "high" "dillonE1"
"63098" "dillonE142" "dillonE15" 217 "high" "dillonE1"
"63105" "dillonE142" "dillonE15" 1342 "high" "dillonE1"
"63112" "dillonE142" "dillonE15" 753 "high" "dillonE1"
"63119" "dillonE142" "dillonE15" 717 "high" "dillonE1"
"63126" "dillonE142" "dillonE15" 550 "high" "dillonE1"
"63133" "dillonE142" "dillonE144" 922 "low" "dillonE1"
"63140" "dillonE142" "dillonE144" 252 "low" "dillonE1"
"63147" "dillonE142" "dillonE144" 876 "low" "dillonE1"
"63154" "dillonE142" "dillonE144" 333 "low" "dillonE1"
"63161" "dillonE142" "dillonE144" 253 "low" "dillonE1"
"63168" "dillonE142" "dillonE144" 719 "low" "dillonE1"
"63175" "dillonE142" "dillonE120" 423 "low" "dillonE1"
"63182" "dillonE142" "dillonE120" 744 "low" "dillonE1"
"63189" "dillonE142" "dillonE120" 1076 "low" "dillonE1"
"63196" "dillonE142" "dillonE120" 578 "low" "dillonE1"
"63203" "dillonE142" "dillonE120" 795 "low" "dillonE1"
"63210" "dillonE142" "dillonE120" 771 "low" "dillonE1"
"63385" "dillonE142" "dillonE121" 381 "high" "dillonE1"
"63392" "dillonE142" "dillonE121" 515 "high" "dillonE1"
"63399" "dillonE142" "dillonE121" 606 "high" "dillonE1"
"63406" "dillonE142" "dillonE121" 197 "high" "dillonE1"
"63413" "dillonE142" "dillonE121" 231 "high" "dillonE1"
"63420" "dillonE142" "dillonE121" 657 "high" "dillonE1"
"63427" "dillonE142" "dillonE128" 317 "low" "dillonE1"
"63434" "dillonE142" "dillonE128" 927 "low" "dillonE1"
"63441" "dillonE142" "dillonE128" 1106 "low" "dillonE1"
"63448" "dillonE142" "dillonE128" 215 "low" "dillonE1"
"63455" "dillonE142" "dillonE128" 269 "low" "dillonE1"
"63462" "dillonE142" "dillonE128" 655 "low" "dillonE1"
"63553" "dillonE142" "dillonE136" 1274 "low" "dillonE1"
"63560" "dillonE142" "dillonE136" 244 "low" "dillonE1"
"63567" "dillonE142" "dillonE136" 573 "low" "dillonE1"
"63574" "dillonE142" "dillonE136" 343 "low" "dillonE1"
"63581" "dillonE142" "dillonE136" 555 "low" "dillonE1"
"63588" "dillonE142" "dillonE136" 1288 "low" "dillonE1"
"63763" "dillonE142" "dillonE113" 531 "high" "dillonE1"
"63770" "dillonE142" "dillonE113" 165 "high" "dillonE1"
"63777" "dillonE142" "dillonE113" 1231 "high" "dillonE1"
"63784" "dillonE142" "dillonE113" 419 "high" "dillonE1"
"63791" "dillonE142" "dillonE113" 344 "high" "dillonE1"
"63798" "dillonE142" "dillonE113" 1226 "high" "dillonE1"
"63805" "dillonE142" "dillonE145" 366 "high" "dillonE1"
"63812" "dillonE142" "dillonE145" 328 "high" "dillonE1"
"63819" "dillonE142" "dillonE145" 550 "high" "dillonE1"
"63826" "dillonE142" "dillonE145" 260 "high" "dillonE1"
"63833" "dillonE142" "dillonE145" 227 "high" "dillonE1"
"63840" "dillonE142" "dillonE145" 1097 "high" "dillonE1"
"63889" "dillonE142" "dillonE137" 346 "high" "dillonE1"
"63896" "dillonE142" "dillonE137" 251 "high" "dillonE1"
"63903" "dillonE142" "dillonE137" 730 "high" "dillonE1"
"63910" "dillonE142" "dillonE137" 604 "high" "dillonE1"
"63917" "dillonE142" "dillonE137" 828 "high" "dillonE1"
"63924" "dillonE142" "dillonE137" 834 "high" "dillonE1"
"64183" "dillonE142" "dillonE14" 433 "low" "dillonE1"
"64190" "dillonE142" "dillonE14" 490 "low" "dillonE1"
"64197" "dillonE142" "dillonE14" 806 "low" "dillonE1"
"64204" "dillonE142" "dillonE14" 320 "low" "dillonE1"
"64211" "dillonE142" "dillonE14" 358 "low" "dillonE1"
"64218" "dillonE142" "dillonE14" 397 "low" "dillonE1"
"64519" "dillonE143" "dillonE119" 1935 "low" "dillonE1"
"64526" "dillonE143" "dillonE119" 1915 "low" "dillonE1"
"64533" "dillonE143" "dillonE119" 1277 "low" "dillonE1"
"64540" "dillonE143" "dillonE119" 1431 "low" "dillonE1"
"64547" "dillonE143" "dillonE119" 3047 "low" "dillonE1"
"64554" "dillonE143" "dillonE119" 2661 "low" "dillonE1"
"64645" "dillonE143" "dillonE135" 372 "low" "dillonE1"
"64652" "dillonE143" "dillonE135" 221 "low" "dillonE1"
"64659" "dillonE143" "dillonE135" 303 "low" "dillonE1"
"64666" "dillonE143" "dillonE135" 183 "low" "dillonE1"
"64673" "dillonE143" "dillonE135" 515 "low" "dillonE1"
"64680" "dillonE143" "dillonE135" 411 "low" "dillonE1"
"64687" "dillonE143" "dillonE111" 179 "low" "dillonE1"
"64694" "dillonE143" "dillonE111" 492 "low" "dillonE1"
"64701" "dillonE143" "dillonE111" 548 "low" "dillonE1"
"64708" "dillonE143" "dillonE111" 321 "low" "dillonE1"
"64715" "dillonE143" "dillonE111" 501 "low" "dillonE1"
"64722" "dillonE143" "dillonE111" 677 "low" "dillonE1"
"65149" "dillonE143" "dillonE14" 2061 "high" "dillonE1"
"65156" "dillonE143" "dillonE14" 206 "high" "dillonE1"
"65163" "dillonE143" "dillonE14" 662 "high" "dillonE1"
"65170" "dillonE143" "dillonE14" 450 "high" "dillonE1"
"65177" "dillonE143" "dillonE14" 531 "high" "dillonE1"
"65184" "dillonE143" "dillonE14" 432 "high" "dillonE1"
"65233" "dillonE143" "dillonE128" 1022 "high" "dillonE1"
"65240" "dillonE143" "dillonE128" 841 "high" "dillonE1"
"65247" "dillonE143" "dillonE128" 1428 "high" "dillonE1"
"65254" "dillonE143" "dillonE128" 495 "high" "dillonE1"
"65261" "dillonE143" "dillonE128" 431 "high" "dillonE1"
"65268" "dillonE143" "dillonE128" 1448 "high" "dillonE1"
"65275" "dillonE143" "dillonE127" 1490 "low" "dillonE1"
"65282" "dillonE143" "dillonE127" 784 "low" "dillonE1"
"65289" "dillonE143" "dillonE127" 263 "low" "dillonE1"
"65296" "dillonE143" "dillonE127" 546 "low" "dillonE1"
"65303" "dillonE143" "dillonE127" 1231 "low" "dillonE1"
"65310" "dillonE143" "dillonE127" 1090 "low" "dillonE1"
"65401" "dillonE143" "dillonE120" 519 "high" "dillonE1"
"65408" "dillonE143" "dillonE120" 204 "high" "dillonE1"
"65415" "dillonE143" "dillonE120" 786 "high" "dillonE1"
"65422" "dillonE143" "dillonE120" 802 "high" "dillonE1"
"65429" "dillonE143" "dillonE120" 527 "high" "dillonE1"
"65436" "dillonE143" "dillonE120" 963 "high" "dillonE1"
"65653" "dillonE143" "dillonE143" 369 "low" "dillonE1"
"65660" "dillonE143" "dillonE143" 692 "low" "dillonE1"
"65667" "dillonE143" "dillonE143" 809 "low" "dillonE1"
"65674" "dillonE143" "dillonE143" 213 "low" "dillonE1"
"65681" "dillonE143" "dillonE143" 859 "low" "dillonE1"
"65688" "dillonE143" "dillonE143" 1574 "low" "dillonE1"
"65737" "dillonE143" "dillonE144" 597 "high" "dillonE1"
"65744" "dillonE143" "dillonE144" 199 "high" "dillonE1"
"65751" "dillonE143" "dillonE144" 804 "high" "dillonE1"
"65758" "dillonE143" "dillonE144" 812 "high" "dillonE1"
"65765" "dillonE143" "dillonE144" 255 "high" "dillonE1"
"65772" "dillonE143" "dillonE144" 467 "high" "dillonE1"
"66283" "dillonE143" "dillonE112" 877 "high" "dillonE1"
"66290" "dillonE143" "dillonE112" 272 "high" "dillonE1"
"66297" "dillonE143" "dillonE112" 842 "high" "dillonE1"
"66304" "dillonE143" "dillonE112" 197 "high" "dillonE1"
"66311" "dillonE143" "dillonE112" 1273 "high" "dillonE1"
"66318" "dillonE143" "dillonE112" 594 "high" "dillonE1"
"66367" "dillonE143" "dillonE136" 619 "high" "dillonE1"
"66374" "dillonE143" "dillonE136" 1300 "high" "dillonE1"
"66381" "dillonE143" "dillonE136" 1836 "high" "dillonE1"
"66388" "dillonE143" "dillonE136" 456 "high" "dillonE1"
"66395" "dillonE143" "dillonE136" 1070 "high" "dillonE1"
"66402" "dillonE143" "dillonE136" 1350 "high" "dillonE1"
"66451" "dillonE143" "dillonE13" 1310 "low" "dillonE1"
"66458" "dillonE143" "dillonE13" 952 "low" "dillonE1"
"66465" "dillonE143" "dillonE13" 590 "low" "dillonE1"
"66472" "dillonE143" "dillonE13" 183 "low" "dillonE1"
"66479" "dillonE143" "dillonE13" 608 "low" "dillonE1"
"66486" "dillonE143" "dillonE13" 1133 "low" "dillonE1"
"66535" "dillonE144" "dillonE118" 1831 "low" "dillonE1"
"66542" "dillonE144" "dillonE118" 1130 "low" "dillonE1"
"66549" "dillonE144" "dillonE118" 305 "low" "dillonE1"
"66556" "dillonE144" "dillonE118" 1679 "low" "dillonE1"
"66563" "dillonE144" "dillonE118" 715 "low" "dillonE1"
"66570" "dillonE144" "dillonE118" 2440 "low" "dillonE1"
"66661" "dillonE144" "dillonE134" 541 "low" "dillonE1"
"66668" "dillonE144" "dillonE134" 616 "low" "dillonE1"
"66675" "dillonE144" "dillonE134" 634 "low" "dillonE1"
"66682" "dillonE144" "dillonE134" 449 "low" "dillonE1"
"66689" "dillonE144" "dillonE134" 376 "low" "dillonE1"
"66696" "dillonE144" "dillonE134" 1691 "low" "dillonE1"
"66745" "dillonE144" "dillonE110" 1245 "low" "dillonE1"
"66752" "dillonE144" "dillonE110" 420 "low" "dillonE1"
"66759" "dillonE144" "dillonE110" 353 "low" "dillonE1"
"66766" "dillonE144" "dillonE110" 186 "low" "dillonE1"
"66773" "dillonE144" "dillonE110" 401 "low" "dillonE1"
"66780" "dillonE144" "dillonE110" 1754 "low" "dillonE1"
"66829" "dillonE144" "dillonE13" 368 "high" "dillonE1"
"66836" "dillonE144" "dillonE13" 422 "high" "dillonE1"
"66843" "dillonE144" "dillonE13" 1520 "high" "dillonE1"
"66850" "dillonE144" "dillonE13" 314 "high" "dillonE1"
"66857" "dillonE144" "dillonE13" 970 "high" "dillonE1"
"66864" "dillonE144" "dillonE13" 1186 "high" "dillonE1"
"67459" "dillonE144" "dillonE127" 749 "high" "dillonE1"
"67466" "dillonE144" "dillonE127" 271 "high" "dillonE1"
"67473" "dillonE144" "dillonE127" 882 "high" "dillonE1"
"67480" "dillonE144" "dillonE127" 629 "high" "dillonE1"
"67487" "dillonE144" "dillonE127" 762 "high" "dillonE1"
"67494" "dillonE144" "dillonE127" 1017 "high" "dillonE1"
"67669" "dillonE144" "dillonE143" 522 "high" "dillonE1"
"67676" "dillonE144" "dillonE143" 791 "high" "dillonE1"
"67683" "dillonE144" "dillonE143" 1695 "high" "dillonE1"
"67690" "dillonE144" "dillonE143" 313 "high" "dillonE1"
"67697" "dillonE144" "dillonE143" 505 "high" "dillonE1"
"67704" "dillonE144" "dillonE143" 640 "high" "dillonE1"
"68005" "dillonE144" "dillonE142" 586 "low" "dillonE1"
"68012" "dillonE144" "dillonE142" 620 "low" "dillonE1"
"68019" "dillonE144" "dillonE142" 764 "low" "dillonE1"
"68026" "dillonE144" "dillonE142" 452 "low" "dillonE1"
"68033" "dillonE144" "dillonE142" 583 "low" "dillonE1"
"68040" "dillonE144" "dillonE142" 883 "low" "dillonE1"
"68047" "dillonE144" "dillonE126" 689 "low" "dillonE1"
"68054" "dillonE144" "dillonE126" 1279 "low" "dillonE1"
"68061" "dillonE144" "dillonE126" 1684 "low" "dillonE1"
"68068" "dillonE144" "dillonE126" 252 "low" "dillonE1"
"68075" "dillonE144" "dillonE126" 561 "low" "dillonE1"
"68082" "dillonE144" "dillonE126" 1305 "low" "dillonE1"
"68089" "dillonE144" "dillonE135" 527 "high" "dillonE1"
"68096" "dillonE144" "dillonE135" 723 "high" "dillonE1"
"68103" "dillonE144" "dillonE135" 789 "high" "dillonE1"
"68110" "dillonE144" "dillonE135" 434 "high" "dillonE1"
"68117" "dillonE144" "dillonE135" 539 "high" "dillonE1"
"68124" "dillonE144" "dillonE135" 1640 "high" "dillonE1"
"68131" "dillonE144" "dillonE12" 730 "low" "dillonE1"
"68138" "dillonE144" "dillonE12" 437 "low" "dillonE1"
"68145" "dillonE144" "dillonE12" 1604 "low" "dillonE1"
"68152" "dillonE144" "dillonE12" 1413 "low" "dillonE1"
"68159" "dillonE144" "dillonE12" 1328 "low" "dillonE1"
"68166" "dillonE144" "dillonE12" 1118 "low" "dillonE1"
"68299" "dillonE144" "dillonE111" 553 "high" "dillonE1"
"68306" "dillonE144" "dillonE111" 365 "high" "dillonE1"
"68313" "dillonE144" "dillonE111" 580 "high" "dillonE1"
"68320" "dillonE144" "dillonE111" 589 "high" "dillonE1"
"68327" "dillonE144" "dillonE111" 940 "high" "dillonE1"
"68334" "dillonE144" "dillonE111" 761 "high" "dillonE1"
"68425" "dillonE144" "dillonE119" 430 "high" "dillonE1"
"68432" "dillonE144" "dillonE119" 465 "high" "dillonE1"
"68439" "dillonE144" "dillonE119" 595 "high" "dillonE1"
"68446" "dillonE144" "dillonE119" 298 "high" "dillonE1"
"68453" "dillonE144" "dillonE119" 636 "high" "dillonE1"
"68460" "dillonE144" "dillonE119" 1150 "high" "dillonE1"
"68677" "dillonE145" "dillonE117" 641 "low" "dillonE1"
"68684" "dillonE145" "dillonE117" 591 "low" "dillonE1"
"68691" "dillonE145" "dillonE117" 621 "low" "dillonE1"
"68698" "dillonE145" "dillonE117" 957 "low" "dillonE1"
"68705" "dillonE145" "dillonE117" 1264 "low" "dillonE1"
"68712" "dillonE145" "dillonE117" 1711 "low" "dillonE1"
"68719" "dillonE145" "dillonE133" 1480 "low" "dillonE1"
"68726" "dillonE145" "dillonE133" 1892 "low" "dillonE1"
"68733" "dillonE145" "dillonE133" 2092 "low" "dillonE1"
"68740" "dillonE145" "dillonE133" 707 "low" "dillonE1"
"68747" "dillonE145" "dillonE133" 2097 "low" "dillonE1"
"68754" "dillonE145" "dillonE133" 2924 "low" "dillonE1"
"69055" "dillonE145" "dillonE141" 750 "low" "dillonE1"
"69062" "dillonE145" "dillonE141" 588 "low" "dillonE1"
"69069" "dillonE145" "dillonE141" 1084 "low" "dillonE1"
"69076" "dillonE145" "dillonE141" 1319 "low" "dillonE1"
"69083" "dillonE145" "dillonE141" 1480 "low" "dillonE1"
"69090" "dillonE145" "dillonE141" 1802 "low" "dillonE1"
"69139" "dillonE145" "dillonE12" 437 "high" "dillonE1"
"69146" "dillonE145" "dillonE12" 570 "high" "dillonE1"
"69153" "dillonE145" "dillonE12" 817 "high" "dillonE1"
"69160" "dillonE145" "dillonE12" 596 "high" "dillonE1"
"69167" "dillonE145" "dillonE12" 478 "high" "dillonE1"
"69174" "dillonE145" "dillonE12" 763 "high" "dillonE1"
"69307" "dillonE145" "dillonE125" 1303 "low" "dillonE1"
"69314" "dillonE145" "dillonE125" 1874 "low" "dillonE1"
"69321" "dillonE145" "dillonE125" 1829 "low" "dillonE1"
"69328" "dillonE145" "dillonE125" 1641 "low" "dillonE1"
"69335" "dillonE145" "dillonE125" 3580 "low" "dillonE1"
"69342" "dillonE145" "dillonE125" 1493 "low" "dillonE1"
"69391" "dillonE145" "dillonE126" 927 "high" "dillonE1"
"69398" "dillonE145" "dillonE126" 1096 "high" "dillonE1"
"69405" "dillonE145" "dillonE126" 1400 "high" "dillonE1"
"69412" "dillonE145" "dillonE126" 286 "high" "dillonE1"
"69419" "dillonE145" "dillonE126" 628 "high" "dillonE1"
"69426" "dillonE145" "dillonE126" 651 "high" "dillonE1"
"69559" "dillonE145" "dillonE142" 1590 "high" "dillonE1"
"69566" "dillonE145" "dillonE142" 1554 "high" "dillonE1"
"69573" "dillonE145" "dillonE142" 1463 "high" "dillonE1"
"69580" "dillonE145" "dillonE142" 949 "high" "dillonE1"
"69587" "dillonE145" "dillonE142" 958 "high" "dillonE1"
"69594" "dillonE145" "dillonE142" 1774 "high" "dillonE1"
"69643" "dillonE145" "dillonE19" 640 "low" "dillonE1"
"69650" "dillonE145" "dillonE19" 925 "low" "dillonE1"
"69657" "dillonE145" "dillonE19" 643 "low" "dillonE1"
"69664" "dillonE145" "dillonE19" 326 "low" "dillonE1"
"69671" "dillonE145" "dillonE19" 485 "low" "dillonE1"
"69678" "dillonE145" "dillonE19" 1621 "low" "dillonE1"
"69979" "dillonE145" "dillonE118" 1222 "high" "dillonE1"
"69986" "dillonE145" "dillonE118" 530 "high" "dillonE1"
"69993" "dillonE145" "dillonE118" 655 "high" "dillonE1"
"70000" "dillonE145" "dillonE118" 732 "high" "dillonE1"
"70007" "dillonE145" "dillonE118" 1190 "high" "dillonE1"
"70014" "dillonE145" "dillonE118" 610 "high" "dillonE1"
"70021" "dillonE145" "dillonE11" 2340 "low" "dillonE1"
"70028" "dillonE145" "dillonE11" 3754 "low" "dillonE1"
"70035" "dillonE145" "dillonE11" 2734 "low" "dillonE1"
"70042" "dillonE145" "dillonE11" 4315 "low" "dillonE1"
"70049" "dillonE145" "dillonE11" 2448 "low" "dillonE1"
"70056" "dillonE145" "dillonE11" 8626 "low" "dillonE1"
"70189" "dillonE145" "dillonE110" 1901 "high" "dillonE1"
"70196" "dillonE145" "dillonE110" 979 "high" "dillonE1"
"70203" "dillonE145" "dillonE110" 1647 "high" "dillonE1"
"70210" "dillonE145" "dillonE110" 811 "high" "dillonE1"
"70217" "dillonE145" "dillonE110" 1016 "high" "dillonE1"
"70224" "dillonE145" "dillonE110" 783 "high" "dillonE1"
"70357" "dillonE145" "dillonE134" 782 "high" "dillonE1"
"70364" "dillonE145" "dillonE134" 310 "high" "dillonE1"
"70371" "dillonE145" "dillonE134" 1107 "high" "dillonE1"
"70378" "dillonE145" "dillonE134" 515 "high" "dillonE1"
"70385" "dillonE145" "dillonE134" 585 "high" "dillonE1"
"70392" "dillonE145" "dillonE134" 976 "high" "dillonE1"
"70609" "dillonE146" "dillonE116" 2773 "low" "dillonE1"
"70616" "dillonE146" "dillonE116" 926 "low" "dillonE1"
"70623" "dillonE146" "dillonE116" 1195 "low" "dillonE1"
"70630" "dillonE146" "dillonE116" 760 "low" "dillonE1"
"70637" "dillonE146" "dillonE116" 569 "low" "dillonE1"
"70644" "dillonE146" "dillonE116" 2035 "low" "dillonE1"
"70651" "dillonE146" "dillonE132" 420 "low" "dillonE1"
"70658" "dillonE146" "dillonE132" 600 "low" "dillonE1"
"70665" "dillonE146" "dillonE132" 1634 "low" "dillonE1"
"70672" "dillonE146" "dillonE132" 772 "low" "dillonE1"
"70679" "dillonE146" "dillonE132" 369 "low" "dillonE1"
"70686" "dillonE146" "dillonE132" 768 "low" "dillonE1"
"71113" "dillonE146" "dillonE11" 520 "high" "dillonE1"
"71120" "dillonE146" "dillonE11" 626 "high" "dillonE1"
"71127" "dillonE146" "dillonE11" 589 "high" "dillonE1"
"71134" "dillonE146" "dillonE11" 760 "high" "dillonE1"
"71141" "dillonE146" "dillonE11" 1062 "high" "dillonE1"
"71148" "dillonE146" "dillonE11" 1067 "high" "dillonE1"
"71197" "dillonE146" "dillonE117" 520 "high" "dillonE1"
"71204" "dillonE146" "dillonE117" 359 "high" "dillonE1"
"71211" "dillonE146" "dillonE117" 877 "high" "dillonE1"
"71218" "dillonE146" "dillonE117" 229 "high" "dillonE1"
"71225" "dillonE146" "dillonE117" 746 "high" "dillonE1"
"71232" "dillonE146" "dillonE117" 932 "high" "dillonE1"
"71239" "dillonE146" "dillonE140" 483 "low" "dillonE1"
"71246" "dillonE146" "dillonE140" 515 "low" "dillonE1"
"71253" "dillonE146" "dillonE140" 652 "low" "dillonE1"
"71260" "dillonE146" "dillonE140" 334 "low" "dillonE1"
"71267" "dillonE146" "dillonE140" 688 "low" "dillonE1"
"71274" "dillonE146" "dillonE140" 935 "low" "dillonE1"
"71281" "dillonE146" "dillonE124" 657 "low" "dillonE1"
"71288" "dillonE146" "dillonE124" 419 "low" "dillonE1"
"71295" "dillonE146" "dillonE124" 1417 "low" "dillonE1"
"71302" "dillonE146" "dillonE124" 1053 "low" "dillonE1"
"71309" "dillonE146" "dillonE124" 710 "low" "dillonE1"
"71316" "dillonE146" "dillonE124" 1903 "low" "dillonE1"
"71407" "dillonE146" "dillonE125" 645 "high" "dillonE1"
"71414" "dillonE146" "dillonE125" 419 "high" "dillonE1"
"71421" "dillonE146" "dillonE125" 1028 "high" "dillonE1"
"71428" "dillonE146" "dillonE125" 266 "high" "dillonE1"
"71435" "dillonE146" "dillonE125" 496 "high" "dillonE1"
"71442" "dillonE146" "dillonE125" 1042 "high" "dillonE1"
"71491" "dillonE146" "dillonE133" 644 "high" "dillonE1"
"71498" "dillonE146" "dillonE133" 644 "high" "dillonE1"
"71505" "dillonE146" "dillonE133" 853 "high" "dillonE1"
"71512" "dillonE146" "dillonE133" 358 "high" "dillonE1"
"71519" "dillonE146" "dillonE133" 635 "high" "dillonE1"
"71526" "dillonE146" "dillonE133" 456 "high" "dillonE1"
"71575" "dillonE146" "dillonE141" 609 "high" "dillonE1"
"71582" "dillonE146" "dillonE141" 492 "high" "dillonE1"
"71589" "dillonE146" "dillonE141" 1027 "high" "dillonE1"
"71596" "dillonE146" "dillonE141" 597 "high" "dillonE1"
"71603" "dillonE146" "dillonE141" 867 "high" "dillonE1"
"71610" "dillonE146" "dillonE141" 1952 "high" "dillonE1"
"71743" "dillonE146" "dillonE18" 459 "low" "dillonE1"
"71750" "dillonE146" "dillonE18" 288 "low" "dillonE1"
"71757" "dillonE146" "dillonE18" 859 "low" "dillonE1"
"71764" "dillonE146" "dillonE18" 408 "low" "dillonE1"
"71771" "dillonE146" "dillonE18" 693 "low" "dillonE1"
"71778" "dillonE146" "dillonE18" 1595 "low" "dillonE1"
"71995" "dillonE146" "dillonE148" 586 "low" "dillonE1"
"72002" "dillonE146" "dillonE148" 395 "low" "dillonE1"
"72009" "dillonE146" "dillonE148" 633 "low" "dillonE1"
"72016" "dillonE146" "dillonE148" 519 "low" "dillonE1"
"72023" "dillonE146" "dillonE148" 616 "low" "dillonE1"
"72030" "dillonE146" "dillonE148" 1242 "low" "dillonE1"
"72037" "dillonE146" "dillonE19" 1420 "high" "dillonE1"
"72044" "dillonE146" "dillonE19" 711 "high" "dillonE1"
"72051" "dillonE146" "dillonE19" 582 "high" "dillonE1"
"72058" "dillonE146" "dillonE19" 461 "high" "dillonE1"
"72065" "dillonE146" "dillonE19" 570 "high" "dillonE1"
"72072" "dillonE146" "dillonE19" 1152 "high" "dillonE1"
"72541" "dillonE147" "dillonE147" 739 "low" "dillonE1"
"72548" "dillonE147" "dillonE147" 513 "low" "dillonE1"
"72555" "dillonE147" "dillonE147" 1881 "low" "dillonE1"
"72562" "dillonE147" "dillonE147" 432 "low" "dillonE1"
"72569" "dillonE147" "dillonE147" 855 "low" "dillonE1"
"72576" "dillonE147" "dillonE147" 1135 "low" "dillonE1"
"72709" "dillonE147" "dillonE17" 357 "low" "dillonE1"
"72716" "dillonE147" "dillonE17" 454 "low" "dillonE1"
"72723" "dillonE147" "dillonE17" 357 "low" "dillonE1"
"72730" "dillonE147" "dillonE17" 391 "low" "dillonE1"
"72737" "dillonE147" "dillonE17" 702 "low" "dillonE1"
"72744" "dillonE147" "dillonE17" 1388 "low" "dillonE1"
"72751" "dillonE147" "dillonE131" 265 "low" "dillonE1"
"72758" "dillonE147" "dillonE131" 450 "low" "dillonE1"
"72765" "dillonE147" "dillonE131" 693 "low" "dillonE1"
"72772" "dillonE147" "dillonE131" 1183 "low" "dillonE1"
"72779" "dillonE147" "dillonE131" 756 "low" "dillonE1"
"72786" "dillonE147" "dillonE131" 791 "low" "dillonE1"
"72793" "dillonE147" "dillonE115" 247 "low" "dillonE1"
"72800" "dillonE147" "dillonE115" 451 "low" "dillonE1"
"72807" "dillonE147" "dillonE115" 614 "low" "dillonE1"
"72814" "dillonE147" "dillonE115" 267 "low" "dillonE1"
"72821" "dillonE147" "dillonE115" 630 "low" "dillonE1"
"72828" "dillonE147" "dillonE115" 916 "low" "dillonE1"
"73304" "dillonE147" "dillonE18" 267 "high" "dillonE1"
